linea,altitud,grupo,repeticion,angulo,nancy,ale
PCA13,MEDIA,III,1,38.000,44.540,43.714
PCA13,MEDIA,III,2,26.990,32.275,26.979
PCA13,MEDIA,III,3,13.098,44.636,47.161
PCA13,MEDIA,III,4,10.285,26.487,23.130
PCA13,MEDIA,III,5,113.790,90.623,92.700
PCA13,MEDIA,III,6,26.955,32.684,31.959
PCA13,MEDIA,III,7,12.040,3.447,7.868
PCA13,MEDIA,III,8,10.881,20.317,22.168
PCA13,MEDIA,III,9,14.050,33.118,29.884
PCA13,MEDIA,III,10,132.116,88.609,130.140
PCA13,MEDIA,III,11,22.483,15.266,19.074
PCA13,MEDIA,III,12,2.492,27.656,30.270
PCA13,MEDIA,III,13,47.317,46.285,40.801
PCA13,MEDIA,III,14,53.266,61.468,70.212
PCA13,MEDIA,III,15,63.619,74.590,71.435
PCA13,MEDIA,III,16,4.560,20.222,20.453
PCA13,MEDIA,III,17,4.550,29.044,25.072
PCA13,MEDIA,III,18,24.725,19.539,18.787
PCA13,MEDIA,III,19,0.000,0.000,0.000
PCA13,MEDIA,III,20,11.852,23.887,24.317
PCA14,MEDIA,III,1,23.830,35.713,38.399
PCA14,MEDIA,III,2,72.840,53.313,59.822
PCA14,MEDIA,III,3,36.690,28.219,29.720
PCA14,MEDIA,III,4,119.810,84.893,92.700
PCA14,MEDIA,III,5,52.250,65.567,56.696
PCA14,MEDIA,III,6,0.000,0.000,0.000
PCA14,MEDIA,III,7,73.380,80.678,87.800
PCA14,MEDIA,III,8,61.550,29.177,38.761
PCA14,MEDIA,III,9,60.750,78.015,74.218
PCA14,MEDIA,III,10,102.190,91.764,96.500
PCA14,MEDIA,III,11,7.950,14.654,18.922
PCA14,MEDIA,III,12,23.960,23.129,22.945
PCA14,MEDIA,III,13,87.730,63.601,72.450
PCA14,MEDIA,III,14,21.960,19.422,21.194
PCA14,MEDIA,III,15,37.480,41.564,36.884
PCA14,MEDIA,III,16,41.560,38.967,40.630
PCA14,MEDIA,III,17,0.000,0.000,0.000
PCA14,MEDIA,III,18,0.000,0.000,0.000
PCA14,MEDIA,III,19,0.000,0.000,0.000
PCA14,MEDIA,III,20,0.000,0.000,0.000
PCA15,BAJA,III,1,17.816,26.660,31.430
PCA15,BAJA,III,2,1.673,5.503,8.100
PCA15,BAJA,III,3,18.845,116.279,120.959
PCA15,BAJA,III,4,1.519,13.024,10.000
PCA15,BAJA,III,5,3.530,10.815,5.300
PCA15,BAJA,III,6,23.881,27.894,24.020
PCA15,BAJA,III,7,0.000,43.684,44.200
PCA15,BAJA,III,8,24.769,25.847,21.150
PCA15,BAJA,III,9,21.615,17.484,14.220
PCA15,BAJA,III,10,11.718,5.617,9.700
PCA15,BAJA,III,11,24.703,22.753,23.700
PCA15,BAJA,III,12,18.386,8.772,9.640
PCA15,BAJA,III,13,28.387,57.837,53.500
PCA15,BAJA,III,14,52.031,33.052,34.500
PCA15,BAJA,III,15,0.000,32.459,34.200
PCA15,BAJA,III,16,80.476,68.389,69.930
PCA15,BAJA,III,17,30.151,30.961,28.000
PCA15,BAJA,III,18,7.295,30.961,36.040
PCA15,BAJA,III,19,26.561,20.386,17.270
PCA15,BAJA,III,20,4.821,7.086,3.790
PCA16,BAJA,III,1,0.000,0.000,0.000
PCA16,BAJA,III,2,61.501,64.479,61.900
PCA16,BAJA,III,3,0.000,4.396,4.200
PCA16,BAJA,III,4,0.000,25.845,30.400
PCA16,BAJA,III,5,11.015,11.596,5.560
PCA16,BAJA,III,6,66.815,59.359,51.800
PCA16,BAJA,III,7,0.000,0.000,0.000
PCA16,BAJA,III,8,17.625,13.590,17.040
PCA16,BAJA,III,9,0.000,55.800,47.634
PCA16,BAJA,III,10,12.310,4.727,7.700
PCA16,BAJA,III,11,58.217,72.780,62.930
PCA16,BAJA,III,12,22.460,67.585,72.300
PCA16,BAJA,III,13,17.629,13.166,15.900
PCA16,BAJA,III,14,40.439,22.242,24.700
PCA16,BAJA,III,15,67.777,66.137,66.620
PCA16,BAJA,III,16,23.388,17.353,23.700
PCA16,BAJA,III,17,0.000,0.000,0.000
PCA16,BAJA,III,18,0.000,0.000,0.000
PCA16,BAJA,III,19,0.000,0.000,0.000
PCA16,BAJA,III,20,0.000,0.000,0.000
PCA17,MEDIA,III,1,46.210,53.271,56.500
PCA17,MEDIA,III,2,152.530,106.944,135.100
PCA17,MEDIA,III,3,62.430,59.892,67.900
PCA17,MEDIA,III,4,26.130,24.419,32.637
PCA17,MEDIA,III,5,72.540,72.775,67.300
PCA17,MEDIA,III,6,41.820,47.963,38.878
PCA17,MEDIA,III,7,3.640,27.257,23.850
PCA17,MEDIA,III,8,14.200,18.661,16.588
PCA17,MEDIA,III,9,15.940,31.033,28.733
PCA17,MEDIA,III,10,19.010,17.832,20.454
PCA17,MEDIA,III,11,39.660,45.129,44.936
PCA17,MEDIA,III,12,82.730,69.956,84.030
PCA17,MEDIA,III,13,0.000,0.000,0.000
PCA17,MEDIA,III,14,0.000,0.000,0.000
PCA17,MEDIA,III,15,0.000,0.000,0.000
PCA17,MEDIA,III,16,0.000,0.000,0.000
PCA17,MEDIA,III,17,0.000,0.000,0.000
PCA17,MEDIA,III,18,0.000,0.000,0.000
PCA17,MEDIA,III,19,0.000,0.000,0.000
PCA17,MEDIA,III,20,0.000,0.000,0.000
PCA18,MEDIA,III,1,15.890,32.187,32.367
PCA18,MEDIA,III,2,12.140,18.151,12.832
PCA18,MEDIA,III,3,46.980,79.268,72.146
PCA18,MEDIA,III,4,37.460,0.000,0.000
PCA18,MEDIA,III,5,57.990,52.955,55.526
PCA18,MEDIA,III,6,20.020,29.364,29.082
PCA18,MEDIA,III,7,103.060,84.079,93.110
PCA18,MEDIA,III,8,30.730,27.287,35.688
PCA18,MEDIA,III,9,104.280,84.434,99.820
PCA18,MEDIA,III,10,7.940,10.687,8.875
PCA18,MEDIA,III,11,46.830,46.854,46.588
PCA18,MEDIA,III,12,16.920,42.877,33.820
PCA18,MEDIA,III,13,0.000,0.000,0.000
PCA18,MEDIA,III,14,0.000,0.000,0.000
PCA18,MEDIA,III,15,0.000,0.000,0.000
PCA18,MEDIA,III,16,0.000,0.000,0.000
PCA18,MEDIA,III,17,0.000,0.000,0.000
PCA18,MEDIA,III,18,0.000,0.000,0.000
PCA18,MEDIA,III,19,0.000,0.000,0.000
PCA18,MEDIA,III,20,0.000,0.000,0.000
PCA19,MEDIA,III,1,50.550,44.256,44.124
PCA19,MEDIA,III,2,64.590,41.517,44.740
PCA19,MEDIA,III,3,162.690,107.782,127.250
PCA19,MEDIA,III,4,17.550,25.896,17.631
PCA19,MEDIA,III,5,30.600,59.100,50.417
PCA19,MEDIA,III,6,8.800,18.425,23.388
PCA19,MEDIA,III,7,25.710,38.179,29.374
PCA19,MEDIA,III,8,15.850,20.020,22.950
PCA19,MEDIA,III,9,0.000,0.000,0.000
PCA19,MEDIA,III,10,11.890,18.786,19.478
PCA19,MEDIA,III,11,7.640,16.174,20.250
PCA19,MEDIA,III,12,63.340,51.903,48.110
PCA19,MEDIA,III,13,0.000,0.000,0.000
PCA19,MEDIA,III,14,0.000,0.000,0.000
PCA19,MEDIA,III,15,0.000,0.000,0.000
PCA19,MEDIA,III,16,0.000,0.000,0.000
PCA19,MEDIA,III,17,0.000,0.000,0.000
PCA19,MEDIA,III,18,0.000,0.000,0.000
PCA19,MEDIA,III,19,0.000,0.000,0.000
PCA19,MEDIA,III,20,0.000,0.000,0.000
PCA20,ALTA,III,1,0.000,0.000,
PCA20,ALTA,III,2,0.000,0.000,
PCA20,ALTA,III,3,0.000,0.000,
PCA20,ALTA,III,4,0.000,0.000,
PCA20,ALTA,III,5,0.000,0.000,
PCA20,ALTA,III,6,0.000,0.000,
PCA20,ALTA,III,7,0.000,0.000,
PCA20,ALTA,III,8,0.000,0.000,
PCA20,ALTA,III,9,0.000,0.000,
PCA20,ALTA,III,10,0.000,0.000,
PCA20,ALTA,III,11,0.000,0.000,
PCA20,ALTA,III,12,0.000,0.000,
PCA20,ALTA,III,13,0.000,0.000,
PCA20,ALTA,III,14,0.000,0.000,
PCA20,ALTA,III,15,0.000,0.000,
PCA20,ALTA,III,16,0.000,0.000,
PCA20,ALTA,III,17,0.000,0.000,
PCA20,ALTA,III,18,0.000,0.000,
PCA20,ALTA,III,19,0.000,0.000,
PCA20,ALTA,III,20,0.000,0.000,
PCA21,MEDIA,III,1,0.000,0.000,0.000
PCA21,MEDIA,III,2,24.770,30.426,28.053
PCA21,MEDIA,III,3,38.500,40.773,38.468
PCA21,MEDIA,III,4,13.530,11.600,10.201
PCA21,MEDIA,III,5,35.280,42.840,33.293
PCA21,MEDIA,III,6,105.220,98.425,94.630
PCA21,MEDIA,III,7,144.140,111.096,132.510
PCA21,MEDIA,III,8,10.980,25.750,27.906
PCA21,MEDIA,III,9,87.620,90.682,89.005
PCA21,MEDIA,III,10,131.970,107.369,122.870
PCA21,MEDIA,III,11,164.500,102.601,119.820
PCA21,MEDIA,III,12,50.940,0.000,0.000
PCA21,MEDIA,III,13,0.000,0.000,0.000
PCA21,MEDIA,III,14,0.000,0.000,0.000
PCA21,MEDIA,III,15,0.000,0.000,0.000
PCA21,MEDIA,III,16,0.000,0.000,0.000
PCA21,MEDIA,III,17,0.000,0.000,0.000
PCA21,MEDIA,III,18,0.000,0.000,0.000
PCA21,MEDIA,III,19,0.000,0.000,0.000
PCA21,MEDIA,III,20,0.000,0.000,0.000
PCA22,MEDIA,III,1,22.400,33.713,23.933
PCA22,MEDIA,III,2,32.840,35.649,37.830
PCA22,MEDIA,III,3,6.770,11.115,14.203
PCA22,MEDIA,III,4,77.230,78.263,83.303
PCA22,MEDIA,III,5,1.790,0.000,0.000
PCA22,MEDIA,III,6,0.000,0.000,0.000
PCA22,MEDIA,III,7,67.180,57.361,58.063
PCA22,MEDIA,III,8,67.780,74.712,71.699
PCA22,MEDIA,III,9,0.000,0.000,0.000
PCA22,MEDIA,III,10,18.790,19.989,22.855
PCA22,MEDIA,III,11,1.790,13.244,6.562
PCA22,MEDIA,III,12,6.310,6.064,6.588
PCA22,MEDIA,III,13,0.000,0.000,0.000
PCA22,MEDIA,III,14,0.000,0.000,0.000
PCA22,MEDIA,III,15,0.000,0.000,0.000
PCA22,MEDIA,III,16,0.000,0.000,0.000
PCA22,MEDIA,III,17,0.000,0.000,0.000
PCA22,MEDIA,III,18,0.000,0.000,0.000
PCA22,MEDIA,III,19,0.000,0.000,0.000
PCA22,MEDIA,III,20,0.000,0.000,0.000
PCA23,MEDIA,III,1,34.140,35.698,38.585
PCA23,MEDIA,III,2,95.580,76.104,87.870
PCA23,MEDIA,III,3,56.420,56.676,47.791
PCA23,MEDIA,III,4,21.750,21.116,18.651
PCA23,MEDIA,III,5,24.320,49.345,48.445
PCA23,MEDIA,III,6,9.232,9.305,10.148
PCA23,MEDIA,III,7,104.210,112.313,88.420
PCA23,MEDIA,III,8,74.020,77.953,78.854
PCA23,MEDIA,III,9,22.710,18.425,22.181
PCA23,MEDIA,III,10,112.100,102.653,123.500
PCA23,MEDIA,III,11,17.150,21.985,12.989
PCA23,MEDIA,III,12,14.310,24.056,20.901
PCA23,MEDIA,III,13,0.000,0.000,0.000
PCA23,MEDIA,III,14,0.000,0.000,0.000
PCA23,MEDIA,III,15,0.000,0.000,0.000
PCA23,MEDIA,III,16,0.000,0.000,0.000
PCA23,MEDIA,III,17,0.000,0.000,0.000
PCA23,MEDIA,III,18,0.000,0.000,0.000
PCA23,MEDIA,III,19,0.000,0.000,0.000
PCA23,MEDIA,III,20,0.000,0.000,0.000
PCA24,BAJA,III,1,0.000,0.000,0.000
PCA24,BAJA,III,2,0.000,36.248,44.040
PCA24,BAJA,III,3,0.000,0.000,0.000
PCA24,BAJA,III,4,78.782,77.954,74.400
PCA24,BAJA,III,5,26.403,71.906,63.700
PCA24,BAJA,III,6,40.059,35.246,41.380
PCA24,BAJA,III,7,28.885,24.303,28.500
PCA24,BAJA,III,8,13.689,14.736,15.800
PCA24,BAJA,III,9,52.680,54.767,59.000
PCA24,BAJA,III,10,50.454,55.748,61.580
PCA24,BAJA,III,11,28.685,81.571,90.900
PCA24,BAJA,III,12,34.665,51.652,35.900
PCA24,BAJA,III,13,0.000,0.000,0.000
PCA24,BAJA,III,14,0.000,0.000,0.000
PCA24,BAJA,III,15,0.000,0.000,0.000
PCA24,BAJA,III,16,0.000,0.000,0.000
PCA24,BAJA,III,17,0.000,0.000,0.000
PCA24,BAJA,III,18,0.000,0.000,0.000
PCA24,BAJA,III,19,0.000,0.000,0.000
PCA24,BAJA,III,20,0.000,0.000,0.000
PCA25,BAJA,III,1,0.000,0.000,0.000
PCA25,BAJA,III,2,33.367,36.200,34.200
PCA25,BAJA,III,3,50.245,75.437,82.750
PCA25,BAJA,III,4,11.058,50.027,42.851
PCA25,BAJA,III,5,53.215,64.245,69.300
PCA25,BAJA,III,6,11.100,23.203,16.360
PCA25,BAJA,III,7,0.785,17.590,19.530
PCA25,BAJA,III,8,28.112,36.139,43.490
PCA25,BAJA,III,9,31.897,56.312,66.130
PCA25,BAJA,III,10,24.029,10.229,16.710
PCA25,BAJA,III,11,3.696,20.495,19.010
PCA25,BAJA,III,12,49.787,42.917,47.900
PCA25,BAJA,III,13,0.000,0.000,0.000
PCA25,BAJA,III,14,0.000,0.000,0.000
PCA25,BAJA,III,15,0.000,0.000,0.000
PCA25,BAJA,III,16,0.000,0.000,0.000
PCA25,BAJA,III,17,0.000,0.000,0.000
PCA25,BAJA,III,18,0.000,0.000,0.000
PCA25,BAJA,III,19,0.000,0.000,0.000
PCA25,BAJA,III,20,0.000,0.000,0.000
PCA26,ALTA,III,1,0.000,0.000,
PCA26,ALTA,III,2,0.000,0.000,
PCA26,ALTA,III,3,0.000,0.000,
PCA26,ALTA,III,4,0.000,0.000,
PCA26,ALTA,III,5,0.000,0.000,
PCA26,ALTA,III,6,0.000,0.000,
PCA26,ALTA,III,7,0.000,0.000,
PCA26,ALTA,III,8,0.000,0.000,
PCA26,ALTA,III,9,0.000,0.000,
PCA26,ALTA,III,10,0.000,0.000,
PCA26,ALTA,III,11,0.000,0.000,
PCA26,ALTA,III,12,0.000,0.000,
PCA26,ALTA,III,13,0.000,0.000,
PCA26,ALTA,III,14,0.000,0.000,
PCA26,ALTA,III,15,0.000,0.000,
PCA26,ALTA,III,16,0.000,0.000,
PCA26,ALTA,III,17,0.000,0.000,
PCA26,ALTA,III,18,0.000,0.000,
PCA26,ALTA,III,19,0.000,0.000,
PCA26,ALTA,III,20,0.000,0.000,
PCA27,ALTA,III,1,0.000,0.000,
PCA27,ALTA,III,2,0.000,0.000,
PCA27,ALTA,III,3,0.000,0.000,
PCA27,ALTA,III,4,0.000,0.000,
PCA27,ALTA,III,5,0.000,0.000,
PCA27,ALTA,III,6,0.000,0.000,
PCA27,ALTA,III,7,0.000,0.000,
PCA27,ALTA,III,8,0.000,0.000,
PCA27,ALTA,III,9,0.000,0.000,
PCA27,ALTA,III,10,0.000,0.000,
PCA27,ALTA,III,11,0.000,0.000,
PCA27,ALTA,III,12,0.000,0.000,
PCA27,ALTA,III,13,0.000,0.000,
PCA27,ALTA,III,14,0.000,0.000,
PCA27,ALTA,III,15,0.000,0.000,
PCA27,ALTA,III,16,0.000,0.000,
PCA27,ALTA,III,17,0.000,0.000,
PCA27,ALTA,III,18,0.000,0.000,
PCA27,ALTA,III,19,0.000,0.000,
PCA27,ALTA,III,20,0.000,0.000,
PCA28,MEDIA,III,1,41.200,46.580,45.833
PCA28,MEDIA,III,2,84.400,74.701,80.140
PCA28,MEDIA,III,3,15.960,19.610,10.750
PCA28,MEDIA,III,4,3.110,13.497,4.509
PCA28,MEDIA,III,5,28.300,25.265,32.002
PCA28,MEDIA,III,6,6.710,11.783,15.020
PCA28,MEDIA,III,7,5.380,22.672,19.038
PCA28,MEDIA,III,8,56.950,48.394,50.160
PCA28,MEDIA,III,9,8.640,21.529,27.900
PCA28,MEDIA,III,10,10.280,8.541,16.200
PCA28,MEDIA,III,11,3.470,12.377,10.330
PCA28,MEDIA,III,12,25.580,15.533,15.875
PCA28,MEDIA,III,13,0.000,86.230,78.279
PCA28,MEDIA,III,14,40.000,40.046,40.810
PCA28,MEDIA,III,15,51.070,46.447,51.358
PCA28,MEDIA,III,16,17.850,18.627,21.279
PCA28,MEDIA,III,17,0.000,0.000,0.000
PCA28,MEDIA,III,18,0.000,0.000,0.000
PCA28,MEDIA,III,19,0.000,0.000,0.000
PCA28,MEDIA,III,20,0.000,0.000,0.000
PCA29,MEDIA,III,1,76.940,83.030,81.000
PCA29,MEDIA,III,2,23.990,25.853,24.875
PCA29,MEDIA,III,3,5.460,43.086,38.096
PCA29,MEDIA,III,4,9.830,27.888,26.496
PCA29,MEDIA,III,5,40.960,38.586,33.985
PCA29,MEDIA,III,6,37.170,40.451,42.145
PCA29,MEDIA,III,7,13.070,26.664,26.550
PCA29,MEDIA,III,8,4.090,27.311,28.257
PCA29,MEDIA,III,9,2.260,0.000,0.000
PCA29,MEDIA,III,10,0.000,0.000,0.000
PCA29,MEDIA,III,11,22.830,16.907,22.784
PCA29,MEDIA,III,12,21.640,21.633,25.880
PCA29,MEDIA,III,13,53.570,53.053,49.300
PCA29,MEDIA,III,14,9.520,12.169,2.930
PCA29,MEDIA,III,15,39.230,30.604,32.943
PCA29,MEDIA,III,16,32.700,37.158,31.929
PCA29,MEDIA,III,17,0.000,0.000,0.000
PCA29,MEDIA,III,18,0.000,0.000,0.000
PCA29,MEDIA,III,19,0.000,0.000,0.000
PCA29,MEDIA,III,20,0.000,0.000,0.000
PCA30,MEDIA,III,1,5.380,14.187,13.085
PCA30,MEDIA,III,2,40.120,46.619,50.760
PCA30,MEDIA,III,3,44.390,55.168,63.570
PCA30,MEDIA,III,4,62.340,51.371,59.570
PCA30,MEDIA,III,5,19.620,27.667,24.811
PCA30,MEDIA,III,6,37.810,46.636,42.532
PCA30,MEDIA,III,7,4.190,19.502,9.547
PCA30,MEDIA,III,8,85.260,64.007,73.270
PCA30,MEDIA,III,9,32.140,26.359,17.225
PCA30,MEDIA,III,10,62.590,59.044,61.390
PCA30,MEDIA,III,11,100.490,80.606,97.920
PCA30,MEDIA,III,12,76.850,57.215,62.925
PCA30,MEDIA,III,13,59.240,61.736,62.900
PCA30,MEDIA,III,14,3.760,2.183,10.265
PCA30,MEDIA,III,15,9.120,3.758,7.785
PCA30,MEDIA,III,16,0.000,0.000,0.000
PCA30,MEDIA,III,17,0.000,0.000,0.000
PCA30,MEDIA,III,18,0.000,0.000,0.000
PCA30,MEDIA,III,19,0.000,0.000,0.000
PCA30,MEDIA,III,20,0.000,0.000,0.000
PCA31,MEDIA,III,1,83.630,81.320,78.715
PCA31,MEDIA,III,2,57.700,50.645,58.875
PCA31,MEDIA,III,3,5.600,0.000,5.059
PCA31,MEDIA,III,4,90.910,87.078,91.880
PCA31,MEDIA,III,5,0.000,0.000,0.000
PCA31,MEDIA,III,6,1.210,6.232,9.042
PCA31,MEDIA,III,7,21.480,22.898,21.845
PCA31,MEDIA,III,8,4.340,10.443,7.596
PCA31,MEDIA,III,9,7.110,6.702,9.286
PCA31,MEDIA,III,10,24.130,39.346,32.480
PCA31,MEDIA,III,11,17.710,30.556,26.149
PCA31,MEDIA,III,12,27.490,25.587,17.647
PCA31,MEDIA,III,13,92.420,89.713,93.380
PCA31,MEDIA,III,14,0.000,0.000,0.000
PCA31,MEDIA,III,15,42.790,42.751,35.775
PCA31,MEDIA,III,16,80.500,83.172,80.895
PCA31,MEDIA,III,17,0.000,0.000,0.000
PCA31,MEDIA,III,18,0.000,0.000,0.000
PCA31,MEDIA,III,19,0.000,0.000,0.000
PCA31,MEDIA,III,20,0.000,0.000,0.000
PCA32,ALTA,III,1,0.000,0.000,
PCA32,ALTA,III,2,0.000,0.000,
PCA32,ALTA,III,3,0.000,0.000,
PCA32,ALTA,III,4,0.000,0.000,
PCA32,ALTA,III,5,0.000,0.000,
PCA32,ALTA,III,6,0.000,0.000,
PCA32,ALTA,III,7,0.000,0.000,
PCA32,ALTA,III,8,0.000,0.000,
PCA32,ALTA,III,9,0.000,0.000,
PCA32,ALTA,III,10,0.000,0.000,
PCA32,ALTA,III,11,0.000,0.000,
PCA32,ALTA,III,12,0.000,0.000,
PCA32,ALTA,III,13,0.000,0.000,
PCA32,ALTA,III,14,0.000,0.000,
PCA32,ALTA,III,15,0.000,0.000,
PCA32,ALTA,III,16,0.000,0.000,
PCA32,ALTA,III,17,0.000,0.000,
PCA32,ALTA,III,18,0.000,0.000,
PCA32,ALTA,III,19,0.000,0.000,
PCA32,ALTA,III,20,0.000,0.000,
PCA33,ALTA,III,1,0.000,0.000,
PCA33,ALTA,III,2,0.000,0.000,
PCA33,ALTA,III,3,0.000,0.000,
PCA33,ALTA,III,4,0.000,0.000,
PCA33,ALTA,III,5,0.000,0.000,
PCA33,ALTA,III,6,0.000,0.000,
PCA33,ALTA,III,7,0.000,0.000,
PCA33,ALTA,III,8,0.000,0.000,
PCA33,ALTA,III,9,0.000,0.000,
PCA33,ALTA,III,10,0.000,0.000,
PCA33,ALTA,III,11,0.000,0.000,
PCA33,ALTA,III,12,0.000,0.000,
PCA33,ALTA,III,13,0.000,0.000,
PCA33,ALTA,III,14,0.000,0.000,
PCA33,ALTA,III,15,0.000,0.000,
PCA33,ALTA,III,16,0.000,0.000,
PCA33,ALTA,III,17,0.000,0.000,
PCA33,ALTA,III,18,0.000,0.000,
PCA33,ALTA,III,19,0.000,0.000,
PCA33,ALTA,III,20,0.000,0.000,
PCA34,ALTA,III,1,0.000,0.000,
PCA34,ALTA,III,2,0.000,0.000,
PCA34,ALTA,III,3,0.000,0.000,
PCA34,ALTA,III,4,0.000,0.000,
PCA34,ALTA,III,5,0.000,0.000,
PCA34,ALTA,III,6,0.000,0.000,
PCA34,ALTA,III,7,0.000,0.000,
PCA34,ALTA,III,8,0.000,0.000,
PCA34,ALTA,III,9,0.000,0.000,
PCA34,ALTA,III,10,0.000,0.000,
PCA34,ALTA,III,11,0.000,0.000,
PCA34,ALTA,III,12,0.000,0.000,
PCA34,ALTA,III,13,0.000,0.000,
PCA34,ALTA,III,14,0.000,0.000,
PCA34,ALTA,III,15,0.000,0.000,
PCA34,ALTA,III,16,0.000,0.000,
PCA34,ALTA,III,17,0.000,0.000,
PCA34,ALTA,III,18,0.000,0.000,
PCA34,ALTA,III,19,0.000,0.000,
PCA34,ALTA,III,20,0.000,0.000,
PCA35,ALTA,III,1,0.000,0.000,
PCA35,ALTA,III,2,0.000,0.000,
PCA35,ALTA,III,3,0.000,0.000,
PCA35,ALTA,III,4,0.000,0.000,
PCA35,ALTA,III,5,0.000,0.000,
PCA35,ALTA,III,6,0.000,0.000,
PCA35,ALTA,III,7,0.000,0.000,
PCA35,ALTA,III,8,0.000,0.000,
PCA35,ALTA,III,9,0.000,0.000,
PCA35,ALTA,III,10,0.000,0.000,
PCA35,ALTA,III,11,0.000,0.000,
PCA35,ALTA,III,12,0.000,0.000,
PCA35,ALTA,III,13,0.000,0.000,
PCA35,ALTA,III,14,0.000,0.000,
PCA35,ALTA,III,15,0.000,0.000,
PCA35,ALTA,III,16,0.000,0.000,
PCA35,ALTA,III,17,0.000,0.000,
PCA35,ALTA,III,18,0.000,0.000,
PCA35,ALTA,III,19,0.000,0.000,
PCA35,ALTA,III,20,0.000,0.000,
PCA36,ALTA,III,1,0.000,0.000,
PCA36,ALTA,III,2,0.000,0.000,
PCA36,ALTA,III,3,0.000,0.000,
PCA36,ALTA,III,4,0.000,0.000,
PCA36,ALTA,III,5,0.000,0.000,
PCA36,ALTA,III,6,0.000,0.000,
PCA36,ALTA,III,7,0.000,0.000,
PCA36,ALTA,III,8,0.000,0.000,
PCA36,ALTA,III,9,0.000,0.000,
PCA36,ALTA,III,10,0.000,0.000,
PCA36,ALTA,III,11,0.000,0.000,
PCA36,ALTA,III,12,0.000,0.000,
PCA36,ALTA,III,13,0.000,0.000,
PCA36,ALTA,III,14,0.000,0.000,
PCA36,ALTA,III,15,0.000,0.000,
PCA36,ALTA,III,16,0.000,0.000,
PCA36,ALTA,III,17,0.000,0.000,
PCA36,ALTA,III,18,0.000,0.000,
PCA36,ALTA,III,19,0.000,0.000,
PCA36,ALTA,III,20,0.000,0.000,
PCA37,ALTA,III,1,0.000,0.000,
PCA37,ALTA,III,2,0.000,0.000,
PCA37,ALTA,III,3,0.000,0.000,
PCA37,ALTA,III,4,0.000,0.000,
PCA37,ALTA,III,5,0.000,0.000,
PCA37,ALTA,III,6,0.000,0.000,
PCA37,ALTA,III,7,0.000,0.000,
PCA37,ALTA,III,8,0.000,0.000,
PCA37,ALTA,III,9,0.000,0.000,
PCA37,ALTA,III,10,0.000,0.000,
PCA37,ALTA,III,11,0.000,0.000,
PCA37,ALTA,III,12,0.000,0.000,
PCA37,ALTA,III,13,0.000,0.000,
PCA37,ALTA,III,14,0.000,0.000,
PCA37,ALTA,III,15,0.000,0.000,
PCA37,ALTA,III,16,0.000,0.000,
PCA37,ALTA,III,17,0.000,0.000,
PCA37,ALTA,III,18,0.000,0.000,
PCA37,ALTA,III,19,0.000,0.000,
PCA37,ALTA,III,20,0.000,0.000,
PCA38,ALTA,III,1,0.000,34.376,
PCA38,ALTA,III,2,0.000,43.484,
PCA38,ALTA,III,3,0.000,60.312,
PCA38,ALTA,III,4,0.000,36.132,
PCA38,ALTA,III,5,0.000,56.401,
PCA38,ALTA,III,6,0.000,73.518,
PCA38,ALTA,III,7,0.000,64.221,
PCA38,ALTA,III,8,0.000,0.000,
PCA38,ALTA,III,9,0.000,81.527,
PCA38,ALTA,III,10,0.000,20.428,
PCA38,ALTA,III,11,0.000,14.880,
PCA38,ALTA,III,12,0.000,70.877,
PCA38,ALTA,III,13,0.000,16.675,
PCA38,ALTA,III,14,0.000,44.946,
PCA38,ALTA,III,15,0.000,41.409,
PCA38,ALTA,III,16,0.000,20.443,
PCA38,ALTA,III,17,0.000,0.000,
PCA38,ALTA,III,18,0.000,0.000,
PCA38,ALTA,III,19,0.000,0.000,
PCA38,ALTA,III,20,0.000,0.000,
PCA39,ALTA,III,1,0.000,37.509,
PCA39,ALTA,III,2,0.000,22.266,
PCA39,ALTA,III,3,0.000,27.829,
PCA39,ALTA,III,4,0.000,27.662,
PCA39,ALTA,III,5,0.000,55.295,
PCA39,ALTA,III,6,0.000,0.000,
PCA39,ALTA,III,7,0.000,27.455,
PCA39,ALTA,III,8,0.000,33.962,
PCA39,ALTA,III,9,0.000,33.530,
PCA39,ALTA,III,10,0.000,29.072,
PCA39,ALTA,III,11,0.000,11.324,
PCA39,ALTA,III,12,0.000,17.983,
PCA39,ALTA,III,13,0.000,31.307,
PCA39,ALTA,III,14,0.000,0.000,
PCA39,ALTA,III,15,0.000,0.000,
PCA39,ALTA,III,16,0.000,45.219,
PCA39,ALTA,III,17,0.000,0.000,
PCA39,ALTA,III,18,0.000,0.000,
PCA39,ALTA,III,19,0.000,0.000,
PCA39,ALTA,III,20,0.000,0.000,
PCA40,MEDIA,III,1,5.040,0.000,3.703
PCA40,MEDIA,III,2,109.980,89.058,83.060
PCA40,MEDIA,III,3,107.880,73.673,94.500
PCA40,MEDIA,III,4,5.000,2.589,12.238
PCA40,MEDIA,III,5,71.080,68.652,74.600
PCA40,MEDIA,III,6,53.730,52.364,49.245
PCA40,MEDIA,III,7,36.450,30.199,33.544
PCA40,MEDIA,III,8,100.050,85.231,100.200
PCA40,MEDIA,III,9,67.990,56.403,61.400
PCA40,MEDIA,III,10,19.900,15.034,19.084
PCA40,MEDIA,III,11,53.310,49.748,54.342
PCA40,MEDIA,III,12,20.550,19.658,22.427
PCA40,MEDIA,III,13,0.000,0.000,0.000
